predictedValue,RealValue,ErrorPercent
'0.9927156557956711','1','0.7284344204328885'
'1.3736686071794164','1','37.36686071794164'
'0.9067448912923406','1','9.32551087076594'
'0.9818778690094856','1','1.8122130990514407'
'1.1359410892385182','2','43.20294553807409'
'0.7592999265620797','1','24.07000734379203'
'0.7480701937558365','2','62.596490312208175'
'0.6858806963454482','1','31.411930365455177'
'0.7499503303161617','1','25.004966968383833'
'1.159516384001278','1','15.951638400127809'
'1.0689872928743185','2','46.550635356284076'
'1.2152204201147876','2','39.23897899426062'
'0.5417408964569708','1','45.82591035430292'
'0.9395019771567079','1','6.049802284329209'
'1.172216802887301','1','17.221680288730102'
'0.5441531867771142','2','72.79234066114428'
'0.5278691981557397','1','47.213080184426026'
'1.2873026669281702','4','67.81743332679575'
'0.6280484200601246','1','37.195157993987536'
'1.2864174756328126','1','28.64174756328126'
'1.7724467633259795','3','40.91844122246735'
'1.016126287849679','1','1.6126287849679066'
'0.6858806963454482','1','31.411930365455177'
'1.5108470608474538','2','24.45764695762731'
'1.2152204201147876','1','21.52204201147876'
'0.7070550744385349','1','29.294492556146512'
'0.680321698765235','1','31.967830123476503'
'0.7950027763182013','2','60.24986118408994'
'0.6123716026090609','1','38.76283973909391'
'1.017035402387015','1','1.7035402387014953'
'0.68960748460917','2','65.5196257695415'
'0.5744039467437495','1','42.55960532562505'
'0.9040699318282512','3','69.86433560572496'
'0.8093074525770314','2','59.53462737114843'
'0.8191381132105171','1','18.08618867894829'
'1.484907854746401','1','48.4907854746401'
'0.9757993143514063','2','51.21003428242968'
'0.6808238588980707','1','31.917614110192925'
'0.5126509456563219','1','48.73490543436782'
'0.7950027763182013','1','20.499722368179874'
'1.0659611642127846','1','6.596116421278464'
'0.8770720101407259','1','12.292798985927412'
'0.5605012524172278','1','43.94987475827722'
'0.660456399909943','2','66.97718000450286'
'1.0028069054420004','1','0.28069054420003514'
'1.1491681221146326','1','14.91681221146326'
'0.8046271479219604','1','19.537285207803954'
'1.1258124397528253','4','71.85468900617937'
'1.2217881972617388','1','22.17881972617388'
'0.9005865249314073','2','54.97067375342964'
'0.8985882096270232','1','10.141179037297675'
'1.1635865559829985','1','16.358655598299855'
'0.5928395436623686','1','40.716045633763144'
'0.9093810091260698','2','54.53094954369651'
'1.0922104028020787','1','9.22104028020787'
'1.8161304818228179','1','81.61304818228179'
'1.0510687322876073','1','5.106873228760733'
'0.7387029883179763','1','26.129701168202367'
'1.0715386560515665','1','7.153865605156651'
'0.7158064180878426','1','28.41935819121574'
'0.7315578386394407','2','63.422108068027974'
'1.203076275798633','1','20.307627579863308'
'0.8804271913514284','1','11.957280864857156'
'1.2217881972617388','2','38.91059013691306'
'0.8378289538922016','1','16.217104610779842'
'0.8574526061207952','1','14.254739387920479'
'0.553279097875846','1','44.672090212415405'
'1.0683760314421842','2','46.58119842789079'
'1.699707627972347','1','69.97076279723471'
'1.159516384001278','1','15.951638400127809'
'1.0224548739217507','3','65.91817086927497'
'0.6307452281048758','2','68.46273859475622'
'1.3660822677990234','1','36.60822677990234'
'1.0385017014965563','3','65.38327661678146'
'1.2192176053934727','7','82.5826056372361'
'1.0644887677734567','1','6.448876777345669'
'1.07494419658914','1','7.494419658913998'
'0.538341077603695','2','73.08294611981525'
'1.3953561609654674','2','30.232191951726627'
'0.8313657252958475','2','58.43171373520762'
'0.6111257403457389','1','38.88742596542612'
'1.017035402387015','1','1.7035402387014953'
'0.33023760466008845','1','66.97623953399116'
'1.0656401835767377','2','46.71799082116311'
'1.4128120610290946','1','41.281206102909465'
'0.47467573392537354','1','52.53242660746265'
'0.9501074270201815','1','4.989257297981853'
'0.9837644978348725','4','75.40588755412819'
'0.6122140381095175','2','69.38929809452412'
'0.6891008835717009','1','31.089911642829914'
'0.9818643033103117','3','67.27118988965627'
'0.7006511116076755','1','29.934888839232453'
'0.935233108987565','4','76.61917227531087'
'1.133584993121649','13','91.28011543752577'
'0.9670655342893438','1','3.293446571065617'
'0.9757993143514063','2','51.21003428242968'
'1.2023776617651944','1','20.237766176519443'
'0.9638890690661136','1','3.61109309338864'
'0.5618249529372777','1','43.817504706272224'
'0.5715583224001102','2','71.42208387999449'
'0.9573396880190448','1','4.266031198095521'
'1.1710377952061855','1','17.103779520618545'
'0.8191381132105171','1','18.08618867894829'
'0.9439181977923924','4','76.4020450551902'
'1.0657130337117957','2','46.714348314410216'
'0.662136482922849','1','33.7863517077151'
'1.2018910092921193','1','20.189100929211932'
'1.1267034272237222','1','12.670342722372219'
'0.5471384838347015','1','45.28615161652985'
'0.7869638399805691','1','21.303616001943094'
'1.470119973300945','1','47.01199733009449'
'1.1931804455141481','1','19.318044551414815'
'1.470119973300945','1','47.01199733009449'
'1.2205784178647088','3','59.314052737843035'
'1.0888900244844582','2','45.555498775777096'
'0.8443144202811117','1','15.56855797188883'
'1.4175417080157986','2','29.12291459921007'
'1.0913231434251809','1','9.13231434251809'
'0.7182328932293012','1','28.176710677069885'
'1.0852124446521325','6','81.91312592246446'
'1.3676333129096316','1','36.763331290963166'
'0.6997144774821235','1','30.028552251787655'
'0.8831295898606257','1','11.687041013937428'
'0.5301237234632998','1','46.98762765367002'
'1.36096343150151','2','31.9518284249245'
'0.5419059533611446','1','45.809404663885545'
'0.9117285934638262','1','8.827140653617382'
'0.790030732476378','1','20.9969267523622'
'0.4884000477580369','2','75.57999761209815'
'1.1293139063923416','1','12.931390639234163'
'0.680321698765235','1','31.967830123476503'
'1.0786793467026352','2','46.06603266486824'
'0.7396553942949702','4','81.50861514262576'
'0.8844761782437698','1','11.552382175623022'
'1.0022353590535666','1','0.22353590535666434'
'1.0367145360284664','2','48.16427319857668'
'0.9927156557956711','1','0.7284344204328885'
'0.9573396880190448','1','4.266031198095521'
'0.6849908346847714','1','31.50091653152286'
'0.8124591176116015','2','59.37704411941993'
'0.9742630881497503','4','75.64342279625625'
'1.2157730805752154','1','21.577308057521538'
'0.9670655342893438','1','3.293446571065617'
'1.0888900244844582','1','8.889002448445815'
'0.57175073878985','2','71.4124630605075'
'0.8816780627214553','1','11.832193727854467'
'0.5730638204201915','2','71.34680897899042'
'0.7323113479781966','2','63.38443260109017'
'1.065391619929821','1','6.539161992982101'
'0.8348922662360685','2','58.25538668819657'
'1.5212941447342976','1','52.12941447342976'
'1.1642619074241456','1','16.42619074241456'
'1.4785880738264032','1','47.85880738264032'
'0.7829175980402512','1','21.70824019597488'
'1.0683760314421842','1','6.837603144218418'
'0.5760661277365189','1','42.39338722634811'
'0.6101340000110711','1','38.98659999889289'
'1.4944237830418103','1','49.442378304181034'
'0.8568824133897464','1','14.311758661025365'
'0.7492026141129424','1','25.07973858870576'
'0.9117285934638262','1','8.827140653617382'
'0.9400054198513963','1','5.9994580148603704'
'1.1301063699243168','1','13.010636992431678'
'0.8739515675649867','2','56.30242162175067'
'1.1931804455141481','2','40.34097772429259'
'1.240194684905283','3','58.6601771698239'
'1.0028069054420004','1','0.28069054420003514'
'0.6307452281048758','1','36.92547718951242'
'1.203076275798633','2','39.846186210068346'
'1.4853969587588862','1','48.539695875888626'
'0.662136482922849','1','33.7863517077151'
'0.8480840913332499','1','15.191590866675009'
'0.8831295898606257','1','11.687041013937428'
'1.1570402497014238','3','61.431991676619205'
'0.7499503303161617','1','25.004966968383833'
'0.7869638399805691','2','60.65180800097154'
'1.1791565290455213','2','41.042173547723934'
'1.656570027192538','3','44.78099909358206'
'0.605546311087115','1','39.4453688912885'
'1.0022353590535666','3','66.59215469821444'
'1.0689872928743185','2','46.550635356284076'
'0.7132114754722585','2','64.33942622638708'
'0.8443144202811117','2','57.78427898594442'
'0.8318083809940504','1','16.81916190059496'
'1.080455844666851','3','63.984805177771634'
'0.5309043867719233','5','89.38191226456154'
'1.5574053640724497','3','48.08648786425167'
'1.2208037043894','2','38.95981478053'
'1.0767524104349808','2','46.16237947825096'
'1.1854371918724982','1','18.54371918724982'
'0.5309043867719233','4','86.72739033070191'
'1.1111564766434305','1','11.115647664343054'
'0.7586529820921971','3','74.71156726359344'
'0.8568824133897464','2','57.15587933051268'
'0.7659081155401224','3','74.46972948199591'
'1.4705042266426398','2','26.47478866786801'
'1.1268423649704002','1','12.684236497040025'
'1.5212941447342976','2','23.93529276328512'
'0.7323113479781966','1','26.768865202180336'
'1.1064389574639026','1','10.643895746390264'
'1.3438330728489036','3','55.205564238369874'
'1.1720930200864443','1','17.209302008644435'
'0.5278691981557397','1','47.213080184426026'
'0.8804271913514284','1','11.957280864857156'
'1.3964235756309904','1','39.64235756309904'
'1.3660822677990234','1','36.60822677990234'
'0.7592999265620797','1','24.07000734379203'
'1.470119973300945','1','47.01199733009449'
'0.8313657252958475','2','58.43171373520762'
'0.4149860054798371','1','58.50139945201629'
'0.8378289538922016','2','58.108552305389914'
'0.6280484200601246','1','37.195157993987536'
'0.8644339121708366','2','56.778304391458164'
'1.0689872928743185','1','6.898729287431848'
'1.0510687322876073','1','5.106873228760733'
'1.3014013086487066','1','30.140130864870663'
'0.7148921737618108','1','28.51078262381892'
'0.5760661277365189','1','42.39338722634811'
'1.1111564766434305','1','11.115647664343054'
'1.6047539124073662','1','60.47539124073662'
'1.4592284296425253','4','63.519289258936865'
'1.1491681221146326','2','42.541593894268374'
'1.5563066391755314','2','22.184668041223432'
'1.4479672393633611','3','51.734425354554624'
'0.5441531867771142','3','81.86156044076286'
'0.7132114754722585','2','64.33942622638708'
'1.6603161079166053','1','66.03161079166054'
'1.36096343150151','1','36.096343150151'
'1.1854371918724982','1','18.54371918724982'
'1.1998300142098572','2','40.008499289507135'
'1.1064389574639026','3','63.118701417869914'
'1.06748811331702','1','6.748811331701998'
'1.0657130337117957','1','6.571303371179571'
'1.4785880738264032','2','26.07059630867984'
'0.5309043867719233','2','73.45478066140383'
'0.9117285934638262','1','8.827140653617382'
'0.8396527447853016','2','58.017362760734926'
'0.8290456877692287','1','17.095431223077128'
'0.9439181977923924','3','68.53606007358692'
'1.0715386560515665','2','46.42306719742167'
'1.699707627972347','1','69.97076279723471'
'1.159516384001278','1','15.951638400127809'
'0.5605012524172278','1','43.94987475827722'
'1.1491681221146326','1','14.91681221146326'
'0.7158064180878426','2','64.20967909560787'
'0.732540065361841','1','26.7459934638159'
'0.8704108932160444','1','12.958910678395563'
'0.7829175980402512','1','21.70824019597488'
'1.5109333118434434','1','51.093331184344336'
'0.9967181567208371','3','66.77606144263876'
'0.5851226767377803','2','70.743866163111'
'1.2205784178647088','1','22.057841786470878'
'0.6084774815687936','1','39.152251843120645'
'0.47467573392537354','2','76.26621330373132'
'0.6922436585508325','1','30.77563414491675'
'0.5573630806295639','2','72.1318459685218'
'0.9067448912923406','2','54.66275543538297'
'1.21750999651498','1','21.750999651498006'
'1.3018100916563098','1','30.18100916563098'
'0.6111257403457389','1','38.88742596542612'
'0.553279097875846','1','44.672090212415405'
'0.6069083060124166','2','69.65458469937917'
'1.065391619929821','1','6.539161992982101'
'1.4705042266426398','1','47.05042266426398'
'1.6287001149056537','2','18.564994254717316'
'1.1213096571303764','1','12.130965713037645'
'1.2551471103364558','4','68.62132224158862'
'1.1791565290455213','1','17.915652904552125'
'1.6727279423094188','2','16.36360288452906'
'1.224763877716278','2','38.7618061141861'
'1.172216802887301','1','17.221680288730102'
'1.7724467633259795','1','77.24467633259795'
'1.2137527243560848','3','59.541575854797166'
'1.3468032048655099','3','55.106559837816334'
'0.5760661277365189','1','42.39338722634811'
'1.2130638818528556','1','21.306388185285563'
'0.7843981434129067','1','21.56018565870933'
'1.0767524104349808','2','46.16237947825096'
'1.2864174756328126','1','28.64174756328126'
'0.9117285934638262','1','8.827140653617382'
'1.0594978410642248','3','64.68340529785918'
'0.7148921737618108','1','28.51078262381892'
'1.0852124446521325','1','8.52124446521325'
'0.9967181567208371','1','0.32818432791629215'
'0.8124591176116015','2','59.37704411941993'
'0.6823734127284011','1','31.762658727159888'
'0.5870523558429737','1','41.29476441570263'
'1.1359410892385182','2','43.20294553807409'
'1.0594978410642248','1','5.949784106422484'
'1.1711000402306644','2','41.44499798846678'
'0.7132114754722585','1','28.67885245277415'
'0.6808238588980707','1','31.917614110192925'
'0.9015872853182576','1','9.84127146817424'
'0.6111257403457389','1','38.88742596542612'
'0.8704108932160444','1','12.958910678395563'
'1.439014666235046','1','43.901466623504604'
'1.0028069054420004','5','79.94386189116'
'1.4785880738264032','1','47.85880738264032'
'1.484907854746401','2','25.75460726267995'
'1.070243397114785','5','78.59513205770429'
'1.07494419658914','1','7.494419658913998'
'1.0689872928743185','3','64.36709023752272'
'0.5618249529372777','2','71.90875235313612'
'1.4592284296425253','1','45.92284296425253'
'0.7226930293460785','2','63.865348532696075'
'0.7499503303161617','1','25.004966968383833'
'0.6260163235334122','1','37.398367646658784'
'0.5278691981557397','1','47.213080184426026'
'1.5212941447342976','1','52.12941447342976'
'0.8644339121708366','1','13.556608782916335'
'0.6686560597827016','2','66.56719701086492'
'1.3438330728489036','1','34.383307284890364'
'1.1998300142098572','1','19.983001420985723'
'0.8421749717257567','1','15.782502827424327'
'1.3316469155316475','1','33.16469155316475'
'0.9993772625558757','2','50.03113687220622'
'0.7622211770354312','1','23.777882296456877'
'0.8679597428441795','3','71.06800857186069'
'0.9279540368210987','2','53.60229815894506'
'1.2070448055240317','2','39.647759723798416'
'0.7008527868682649','1','29.91472131317351'
'0.8046271479219604','1','19.537285207803954'
'1.0852124446521325','1','8.52124446521325'
'0.8568824133897464','1','14.311758661025365'
'1.4729513269275805','3','50.90162243574732'
'1.2057714942504985','1','20.577149425049846'
'0.6823734127284011','1','31.762658727159888'
'0.7659081155401224','4','80.85229711149694'
'1.2873026669281702','2','35.63486665359149'
'1.2542414120324892','1','25.42414120324892'
'0.6432802676579812','2','67.83598661710094'
'0.6307452281048758','1','36.92547718951242'
